Date,Dogecoin_Value Prediction ($)
1/1/22 23:59,0.248671976
1/2/22 23:59,0.253999338
1/3/22 23:59,0.258106415
1/4/22 23:59,0.261584967
1/5/22 23:59,0.264663853
1/6/22 23:59,0.26746027
1/7/22 23:59,0.270043739
1/8/22 23:59,0.272459488
1/9/22 23:59,0.27473889
1/10/22 23:59,0.276904756
1/11/22 23:59,0.278974281
1/12/22 23:59,0.280960809
1/13/22 23:59,0.282874935
1/14/22 23:59,0.284725239
1/15/22 23:59,0.286518784
1/16/22 23:59,0.288261464
1/17/22 23:59,0.289958259
1/18/22 23:59,0.291613422
1/19/22 23:59,0.293230616
1/20/22 23:59,0.294813027
1/21/22 23:59,0.296363442
1/22/22 23:59,0.297884318
1/23/22 23:59,0.299377832
1/24/22 23:59,0.300845926
1/25/22 23:59,0.30229034
1/26/22 23:59,0.30371264
1/27/22 23:59,0.30511424
1/28/22 23:59,0.306496424
1/29/22 23:59,0.307860362
1/30/22 23:59,0.309207123
1/31/22 23:59,0.310537685
2/1/22 23:59,0.311852949
2/2/22 23:59,0.313153744
2/3/22 23:59,0.314440837
2/4/22 23:59,0.315714938
2/5/22 23:59,0.316976707
2/6/22 23:59,0.318226758
2/7/22 23:59,0.319465662
2/8/22 23:59,0.320693953
2/9/22 23:59,0.321912133
2/10/22 23:59,0.323120669
2/11/22 23:59,0.324320002
2/12/22 23:59,0.325510546
2/13/22 23:59,0.32669269
2/14/22 23:59,0.327866803
2/15/22 23:59,0.329033232
2/16/22 23:59,0.330192305
2/17/22 23:59,0.331344333
2/18/22 23:59,0.332489611
2/19/22 23:59,0.333628419
2/20/22 23:59,0.334761024
2/21/22 23:59,0.335887677
2/22/22 23:59,0.33700862
2/23/22 23:59,0.338124082
2/24/22 23:59,0.339234283
2/25/22 23:59,0.340339432
2/26/22 23:59,0.341439728
2/27/22 23:59,0.342535363
2/28/22 23:59,0.343626519
3/1/22 23:59,0.344713373
3/2/22 23:59,0.345796092
3/3/22 23:59,0.346874838
3/4/22 23:59,0.347949766
3/5/22 23:59,0.349021025
3/6/22 23:59,0.350088758
3/7/22 23:59,0.351153103
3/8/22 23:59,0.352214192
3/9/22 23:59,0.353272154
3/10/22 23:59,0.354327113
3/11/22 23:59,0.355379186
3/12/22 23:59,0.356428489
3/13/22 23:59,0.357475133
3/14/22 23:59,0.358519225
3/15/22 23:59,0.359560869
3/16/22 23:59,0.360600166
3/17/22 23:59,0.361637211
3/18/22 23:59,0.362672099
3/19/22 23:59,0.363704922
3/20/22 23:59,0.364735768
3/21/22 23:59,0.365764722
3/22/22 23:59,0.366791868
3/23/22 23:59,0.367817286
3/24/22 23:59,0.368841054
3/25/22 23:59,0.369863249
3/26/22 23:59,0.370883945
3/27/22 23:59,0.371903214
3/28/22 23:59,0.372921126
3/29/22 23:59,0.373937748
3/30/22 23:59,0.374953148
3/31/22 23:59,0.37596739
4/1/22 23:59,0.376980537
4/2/22 23:59,0.377992651
4/3/22 23:59,0.37900379
4/4/22 23:59,0.380014015
4/5/22 23:59,0.381023381
4/6/22 23:59,0.382031944
4/7/22 23:59,0.383039759
4/8/22 23:59,0.384046879
4/9/22 23:59,0.385053355
4/10/22 23:59,0.386059238
4/11/22 23:59,0.387064578
4/12/22 23:59,0.388069424
4/13/22 23:59,0.389073822
4/14/22 23:59,0.39007782
4/15/22 23:59,0.391081462
4/16/22 23:59,0.392084793
4/17/22 23:59,0.393087857
4/18/22 23:59,0.394090697
4/19/22 23:59,0.395093354
4/20/22 23:59,0.396095869
4/21/22 23:59,0.397098283
4/22/22 23:59,0.398100635
4/23/22 23:59,0.399102964
4/24/22 23:59,0.400105309
4/25/22 23:59,0.401107705
4/26/22 23:59,0.402110191
4/27/22 23:59,0.403112802
4/28/22 23:59,0.404115574
4/29/22 23:59,0.40511854
4/30/22 23:59,0.406121737
5/1/22 23:59,0.407125197
5/2/22 23:59,0.408128953
5/3/22 23:59,0.409133037
5/4/22 23:59,0.410137483
5/5/22 23:59,0.411142321
5/6/22 23:59,0.412147583
5/7/22 23:59,0.413153299
5/8/22 23:59,0.414159499
5/9/22 23:59,0.415166212
5/10/22 23:59,0.416173469
5/11/22 23:59,0.417181298
5/12/22 23:59,0.418189727
5/13/22 23:59,0.419198784
5/14/22 23:59,0.420208496
5/15/22 23:59,0.421218892
5/16/22 23:59,0.422229998
5/17/22 23:59,0.42324184
5/18/22 23:59,0.424254445
5/19/22 23:59,0.425267838
5/20/22 23:59,0.426282045
5/21/22 23:59,0.427297092
5/22/22 23:59,0.428313002
5/23/22 23:59,0.429329801
5/24/22 23:59,0.430347513
5/25/22 23:59,0.431366161
5/26/22 23:59,0.43238577
5/27/22 23:59,0.433406364
5/28/22 23:59,0.434427964
5/29/22 23:59,0.435450595
5/30/22 23:59,0.436474279
5/31/22 23:59,0.437499038
6/1/22 23:59,0.438524894
6/2/22 23:59,0.439551871
6/3/22 23:59,0.440579988
6/4/22 23:59,0.441609269
6/5/22 23:59,0.442639734
6/6/22 23:59,0.443671404
6/7/22 23:59,0.4447043
6/8/22 23:59,0.445738444
6/9/22 23:59,0.446773855
6/10/22 23:59,0.447810555
6/11/22 23:59,0.448848562
6/12/22 23:59,0.449887898
6/13/22 23:59,0.450928581
6/14/22 23:59,0.451970633
6/15/22 23:59,0.453014072
6/16/22 23:59,0.454058917
6/17/22 23:59,0.455105188
6/18/22 23:59,0.456152904
6/19/22 23:59,0.457202084
6/20/22 23:59,0.458252746
6/21/22 23:59,0.459304909
6/22/22 23:59,0.460358592
6/23/22 23:59,0.461413813
6/24/22 23:59,0.46247059
6/25/22 23:59,0.463528941
6/26/22 23:59,0.464588884
6/27/22 23:59,0.465650438
6/28/22 23:59,0.466713619
6/29/22 23:59,0.467778446
6/30/22 23:59,0.468844936
7/1/22 23:59,0.469913106
7/2/22 23:59,0.470982974
7/3/22 23:59,0.472054556
7/4/22 23:59,0.473127871
7/5/22 23:59,0.474202934
7/6/22 23:59,0.475279764
7/7/22 23:59,0.476358376
7/8/22 23:59,0.477438787
7/9/22 23:59,0.478521014
7/10/22 23:59,0.479605074
7/11/22 23:59,0.480690983
7/12/22 23:59,0.481778757
7/13/22 23:59,0.482868413
7/14/22 23:59,0.483959967
7/15/22 23:59,0.485053435
7/16/22 23:59,0.486148833
7/17/22 23:59,0.487246178
7/18/22 23:59,0.488345484
7/19/22 23:59,0.489446768
7/20/22 23:59,0.490550046
7/21/22 23:59,0.491655334
7/22/22 23:59,0.492762646
7/23/22 23:59,0.493872
7/24/22 23:59,0.49498341
7/25/22 23:59,0.496096891
7/26/22 23:59,0.49721246
7/27/22 23:59,0.498330132
7/28/22 23:59,0.499449921
7/29/22 23:59,0.500571844
7/30/22 23:59,0.501695915
7/31/22 23:59,0.50282215
8/1/22 23:59,0.503950564
8/2/22 23:59,0.505081172
8/3/22 23:59,0.506213988
8/4/22 23:59,0.507349029
8/5/22 23:59,0.508486308
8/6/22 23:59,0.509625842
8/7/22 23:59,0.510767644
8/8/22 23:59,0.51191173
8/9/22 23:59,0.513058114
8/10/22 23:59,0.514206811
8/11/22 23:59,0.515357836
8/12/22 23:59,0.516511204
8/13/22 23:59,0.517666929
8/14/22 23:59,0.518825026
8/15/22 23:59,0.51998551
8/16/22 23:59,0.521148394
8/17/22 23:59,0.522313695
8/18/22 23:59,0.523481425
8/19/22 23:59,0.5246516
8/20/22 23:59,0.525824235
8/21/22 23:59,0.526999343
8/22/22 23:59,0.528176939
8/23/22 23:59,0.529357037
8/24/22 23:59,0.530539652
8/25/22 23:59,0.531724799
8/26/22 23:59,0.532912491
8/27/22 23:59,0.534102742
8/28/22 23:59,0.535295568
8/29/22 23:59,0.536490983
8/30/22 23:59,0.537689
8/31/22 23:59,0.538889634
9/1/22 23:59,0.5400929
9/2/22 23:59,0.54129881
9/3/22 23:59,0.542507381
9/4/22 23:59,0.543718625
9/5/22 23:59,0.544932558
9/6/22 23:59,0.546149192
9/7/22 23:59,0.547368543
9/8/22 23:59,0.548590625
9/9/22 23:59,0.549815451
9/10/22 23:59,0.551043037
9/11/22 23:59,0.552273395
9/12/22 23:59,0.55350654
9/13/22 23:59,0.554742487
9/14/22 23:59,0.555981249
9/15/22 23:59,0.55722284
9/16/22 23:59,0.558467275
9/17/22 23:59,0.559714568
9/18/22 23:59,0.560964732
9/19/22 23:59,0.562217782
9/20/22 23:59,0.563473733
9/21/22 23:59,0.564732597
