Date,Dogecoin_Value Prediction ($)
1/1/22 23:59,0.160071644
1/2/22 23:59,0.159822652
1/3/22 23:59,0.161870806
1/4/22 23:59,0.161368451
1/5/22 23:59,0.162885724
1/6/22 23:59,0.166519365
1/7/22 23:59,0.162894321
1/8/22 23:59,0.163284039
1/9/22 23:59,0.163886223
1/10/22 23:59,0.161316446
1/11/22 23:59,0.161916373
1/12/22 23:59,0.165335269
1/13/22 23:59,0.170293223
1/14/22 23:59,0.175283253
1/15/22 23:59,0.174362152
1/16/22 23:59,0.171821396
1/17/22 23:59,0.167902578
1/18/22 23:59,0.168648061
1/19/22 23:59,0.164620606
1/20/22 23:59,0.176050454
1/21/22 23:59,0.176992611
1/22/22 23:59,0.174219459
1/23/22 23:59,0.18101945
1/24/22 23:59,0.191875808
1/25/22 23:59,0.187722362
1/26/22 23:59,0.192729401
1/27/22 23:59,0.196184533
1/28/22 23:59,0.194433421
1/29/22 23:59,0.193953503
1/30/22 23:59,0.195502025
1/31/22 23:59,0.197359489
2/1/22 23:59,0.198214305
2/2/22 23:59,0.199486296
2/3/22 23:59,0.200315506
2/4/22 23:59,0.19739658
2/5/22 23:59,0.195317104
2/6/22 23:59,0.195564546
2/7/22 23:59,0.192760666
2/8/22 23:59,0.191317639
2/9/22 23:59,0.191666224
2/10/22 23:59,0.19386386
2/11/22 23:59,0.192112778
2/12/22 23:59,0.191500062
2/13/22 23:59,0.192614237
2/14/22 23:59,0.193280598
2/15/22 23:59,0.196705672
2/16/22 23:59,0.195911426
2/17/22 23:59,0.195576313
2/18/22 23:59,0.199527563
2/19/22 23:59,0.190951073
2/20/22 23:59,0.183195228
2/21/22 23:59,0.182202097
2/22/22 23:59,0.195362444
2/23/22 23:59,0.198855744
2/24/22 23:59,0.199912566
2/25/22 23:59,0.20003031
2/26/22 23:59,0.202481444
2/27/22 23:59,0.202151354
2/28/22 23:59,0.187632254
3/1/22 23:59,0.185267157
3/2/22 23:59,0.185412246
3/3/22 23:59,0.180897363
3/4/22 23:59,0.171847395
3/5/22 23:59,0.17108235
3/6/22 23:59,0.173154173
3/7/22 23:59,0.172779557
3/8/22 23:59,0.173595744
3/9/22 23:59,0.172554917
3/10/22 23:59,0.170320958
3/11/22 23:59,0.171499527
3/12/22 23:59,0.170100634
3/13/22 23:59,0.170413606
3/14/22 23:59,0.17300474
3/15/22 23:59,0.178601065
3/16/22 23:59,0.167949456
3/17/22 23:59,0.165515695
3/18/22 23:59,0.162922354
3/19/22 23:59,0.159220897
3/20/22 23:59,0.157608423
3/21/22 23:59,0.159377963
3/22/22 23:59,0.167642493
3/23/22 23:59,0.186089407
3/24/22 23:59,0.188720143
3/25/22 23:59,0.191409656
3/26/22 23:59,0.19629494
3/27/22 23:59,0.194871228
3/28/22 23:59,0.204109648
3/29/22 23:59,0.185201423
3/30/22 23:59,0.18017721
3/31/22 23:59,0.180300251
4/1/22 23:59,0.177813002
4/2/22 23:59,0.176841617
4/3/22 23:59,0.176174319
4/4/22 23:59,0.177229555
4/5/22 23:59,0.17937615
4/6/22 23:59,0.180427278
4/7/22 23:59,0.184095267
4/8/22 23:59,0.184838581
4/9/22 23:59,0.186715549
4/10/22 23:59,0.190266969
4/11/22 23:59,0.191675268
4/12/22 23:59,0.193454923
4/13/22 23:59,0.185942683
4/14/22 23:59,0.182196157
4/15/22 23:59,0.182607093
4/16/22 23:59,0.179904257
4/17/22 23:59,0.179995145
4/18/22 23:59,0.188350767
4/19/22 23:59,0.197264938
4/20/22 23:59,0.200219352
4/21/22 23:59,0.201840627
4/22/22 23:59,0.195459831
4/23/22 23:59,0.203398973
4/24/22 23:59,0.195792172
4/25/22 23:59,0.197324421
4/26/22 23:59,0.202126084
4/27/22 23:59,0.202932365
4/28/22 23:59,0.195958966
4/29/22 23:59,0.194393561
4/30/22 23:59,0.193144119
5/1/22 23:59,0.195391539
5/2/22 23:59,0.203026618
5/3/22 23:59,0.208488743
5/4/22 23:59,0.211220024
5/5/22 23:59,0.210168424
5/6/22 23:59,0.20957933
5/7/22 23:59,0.212437627
5/8/22 23:59,0.21491941
5/9/22 23:59,0.21925237
5/10/22 23:59,0.228280753
5/11/22 23:59,0.22327481
5/12/22 23:59,0.214096858
5/13/22 23:59,0.214573341
5/14/22 23:59,0.215001483
5/15/22 23:59,0.213035804
5/16/22 23:59,0.209549185
5/17/22 23:59,0.208275942
5/18/22 23:59,0.208922101
5/19/22 23:59,0.207914852
5/20/22 23:59,0.213336367
5/21/22 23:59,0.213512538
5/22/22 23:59,0.21685169
5/23/22 23:59,0.209910232
5/24/22 23:59,0.215175605
5/25/22 23:59,0.222102207
5/26/22 23:59,0.225122549
5/27/22 23:59,0.227935358
5/28/22 23:59,0.223549636
5/29/22 23:59,0.220432492
5/30/22 23:59,0.217809518
5/31/22 23:59,0.216983873
6/1/22 23:59,0.22168173
6/2/22 23:59,0.229508729
6/3/22 23:59,0.238891506
6/4/22 23:59,0.24071454
6/5/22 23:59,0.242212851
6/6/22 23:59,0.254955181
6/7/22 23:59,0.259004138
6/8/22 23:59,0.262053472
6/9/22 23:59,0.261897
6/10/22 23:59,0.272322888
6/11/22 23:59,0.278282713
6/12/22 23:59,0.237531733
6/13/22 23:59,0.238255906
6/14/22 23:59,0.235758199
6/15/22 23:59,0.234981052
6/16/22 23:59,0.245029213
6/17/22 23:59,0.248968636
6/18/22 23:59,0.250328674
6/19/22 23:59,0.23744129
6/20/22 23:59,0.245366405
6/21/22 23:59,0.244034719
6/22/22 23:59,0.244005715
6/23/22 23:59,0.246990895
6/24/22 23:59,0.239421563
6/25/22 23:59,0.233539904
6/26/22 23:59,0.230598249
6/27/22 23:59,0.228882732
6/28/22 23:59,0.230971184
6/29/22 23:59,0.232481282
6/30/22 23:59,0.236922405
7/1/22 23:59,0.230679579
7/2/22 23:59,0.22622019
7/3/22 23:59,0.226951946
7/4/22 23:59,0.223777129
7/5/22 23:59,0.224811164
7/6/22 23:59,0.224292495
7/7/22 23:59,0.226846021
7/8/22 23:59,0.22730538
7/9/22 23:59,0.228964036
7/10/22 23:59,0.224405038
7/11/22 23:59,0.22250572
7/12/22 23:59,0.22693145
7/13/22 23:59,0.241775404
7/14/22 23:59,0.248596773
7/15/22 23:59,0.25188749
7/16/22 23:59,0.24218295
7/17/22 23:59,0.245636409
7/18/22 23:59,0.228217826
7/19/22 23:59,0.228442825
7/20/22 23:59,0.230414781
7/21/22 23:59,0.221487059
7/22/22 23:59,0.218514717
7/23/22 23:59,0.217971741
7/24/22 23:59,0.211430032
7/25/22 23:59,0.219752693
7/26/22 23:59,0.222589694
7/27/22 23:59,0.22402334
7/28/22 23:59,0.226818802
7/29/22 23:59,0.217873816
7/30/22 23:59,0.220287484
7/31/22 23:59,0.242950473
8/1/22 23:59,0.233172999
8/2/22 23:59,0.217688337
8/3/22 23:59,0.20031635
8/4/22 23:59,0.198889154
8/5/22 23:59,0.194494763
8/6/22 23:59,0.183369512
8/7/22 23:59,0.183825728
8/8/22 23:59,0.185866592
8/9/22 23:59,0.189200971
8/10/22 23:59,0.189498925
8/11/22 23:59,0.195164442
8/12/22 23:59,0.197351752
8/13/22 23:59,0.195769961
8/14/22 23:59,0.189355268
8/15/22 23:59,0.18407183
8/16/22 23:59,0.181654274
8/17/22 23:59,0.182822833
8/18/22 23:59,0.185427554
