Date,PolkaDot
1/1/22 23:59,18.6117788
1/2/22 23:59,20.22036604
1/3/22 23:59,21.3855295
1/4/22 23:59,22.34737292
1/5/22 23:59,23.18545956
1/6/22 23:59,23.93798204
1/7/22 23:59,24.62678188
1/8/22 23:59,25.26573883
1/9/22 23:59,25.86432403
1/10/22 23:59,26.42934216
1/11/22 23:59,26.96587726
1/12/22 23:59,27.47784649
1/13/22 23:59,27.96834382
1/14/22 23:59,28.43986363
1/15/22 23:59,28.89445177
1/16/22 23:59,29.33381096
1/17/22 23:59,29.75937634
1/18/22 23:59,30.17237087
1/19/22 23:59,30.57384682
1/20/22 23:59,30.96471734
1/21/22 23:59,31.34578099
1/22/22 23:59,31.71774085
1/23/22 23:59,32.08121981
1/24/22 23:59,32.43677281
1/25/22 23:59,32.78489679
1/26/22 23:59,33.12603882
1/27/22 23:59,33.46060288
1/28/22 23:59,33.78895541
1/29/22 23:59,34.11143004
1/30/22 23:59,34.42833158
1/31/22 23:59,34.73993936
2/1/22 23:59,35.04651013
2/2/22 23:59,35.34828052
2/3/22 23:59,35.64546923
2/4/22 23:59,35.93827879
2/5/22 23:59,36.22689728
2/6/22 23:59,36.51149967
2/7/22 23:59,36.79224909
2/8/22 23:59,37.0692979
2/9/22 23:59,37.34278869
2/10/22 23:59,37.61285514
2/11/22 23:59,37.87962272
2/12/22 23:59,38.14320946
2/13/22 23:59,38.40372649
2/14/22 23:59,38.66127862
2/15/22 23:59,38.91596485
2/16/22 23:59,39.16787876
2/17/22 23:59,39.41710895
2/18/22 23:59,39.66373943
2/19/22 23:59,39.90784987
2/20/22 23:59,40.14951599
2/21/22 23:59,40.38880978
2/22/22 23:59,40.62579975
2/23/22 23:59,40.8605512
2/24/22 23:59,41.09312638
2/25/22 23:59,41.32358471
2/26/22 23:59,41.55198298
2/27/22 23:59,41.77837545
2/28/22 23:59,42.00281406
3/1/22 23:59,42.22534855
3/2/22 23:59,42.44602656
3/3/22 23:59,42.6648938
3/4/22 23:59,42.88199412
3/5/22 23:59,43.09736965
3/6/22 23:59,43.31106084
3/7/22 23:59,43.52310661
3/8/22 23:59,43.73354439
3/9/22 23:59,43.94241021
3/10/22 23:59,44.1497388
3/11/22 23:59,44.35556358
3/12/22 23:59,44.55991683
3/13/22 23:59,44.76282966
3/14/22 23:59,44.96433211
3/15/22 23:59,45.16445317
3/16/22 23:59,45.36322089
3/17/22 23:59,45.56066234
3/18/22 23:59,45.75680374
3/19/22 23:59,45.95167042
3/20/22 23:59,46.14528692
3/21/22 23:59,46.337677
3/22/22 23:59,46.52886367
3/23/22 23:59,46.71886924
3/24/22 23:59,46.90771533
3/25/22 23:59,47.09542291
3/26/22 23:59,47.28201232
3/27/22 23:59,47.46750332
3/28/22 23:59,47.65191508
3/29/22 23:59,47.83526621
3/30/22 23:59,48.01757482
3/31/22 23:59,48.19885848
4/1/22 23:59,48.37913429
4/2/22 23:59,48.55841888
4/3/22 23:59,48.73672841
4/4/22 23:59,48.91407863
4/5/22 23:59,49.09048486
4/6/22 23:59,49.265962
4/7/22 23:59,49.44052459
4/8/22 23:59,49.61418678
4/9/22 23:59,49.78696236
4/10/22 23:59,49.95886477
4/11/22 23:59,50.12990711
4/12/22 23:59,50.30010218
4/13/22 23:59,50.46946244
4/14/22 23:59,50.63800004
4/15/22 23:59,50.80572687
4/16/22 23:59,50.97265452
4/17/22 23:59,51.1387943
4/18/22 23:59,51.30415725
4/19/22 23:59,51.46875419
4/20/22 23:59,51.63259566
4/21/22 23:59,51.79569195
